uniprot	cytosol	extracellular	membrane	mitochondrion	nucleus	secretory-pathway
SPNS1	4.507	0.76	3.226	3.352	2.043	2.2
FBLN4	4.366	5.0	2.259	0.879	1.364	4.149
ADA17	4.743	3.58	4.737	1.996	2.505	4.468
CNIH2	4.254	2.173	4.669	0.0	0.0	4.195
NR1D2	5.0	1.419	1.193	1.4	5.0	0.938
SWAP1	3.795	1.321	0.0	1.219	5.0	0.0
ADAT1	3.242	0.521	1.195	0.699	3.192	1.595
CD34	5.0	5.0	5.0	3.424	3.368	2.788
ZN622	4.581	0.931	0.0	0.696	4.569	4.302
FA53A	4.426	0.0	0.0	0.584	4.403	0.0
TAOK2	5.0	1.224	5.0	1.023	5.0	5.0
T255A	0.854	0.758	3.151	0.0	0.73	0.0
HSPB7	5.0	1.176	1.2	2.209	5.0	1.321
PP14B	3.951	1.194	0.87	1.172	1.966	0.612
AG10B	5.0	0.517	4.29	0.0	0.806	5.0
PSMD2	5.0	4.24	2.862	1.327	4.561	4.263
CP2W1	5.0	0.899	5.0	0.665	1.074	5.0
FOSL1	5.0	2.308	3.231	1.976	5.0	1.613
F241A	4.254	0.0	2.812	0.0	0.0	4.0
NRIP3	2.546	0.0	0.824	0.469	2.429	0.51
SC5A6	3.682	1.305	5.0	1.3	1.271	2.824
NKG2F	2.808	1.495	1.362	1.203	1.632	0.898
HSP76	5.0	4.349	3.651	1.827	4.447	4.308
RAB1B	5.0	4.256	1.647	1.755	2.108	4.635
S22AD	5.0	4.254	5.0	1.161	1.01	5.0
GRP1	5.0	1.854	5.0	1.356	3.569	5.0
GP152	2.589	0.0	5.0	1.711	0.525	0.0
INT6	5.0	1.112	0.932	0.94	5.0	0.985
TR10D	2.12	1.69	4.483	2.133	1.899	1.304
BAF	5.0	2.826	4.068	1.761	5.0	1.8
SP3	5.0	2.038	2.984	1.731	5.0	2.388
TOPZ1	3.6	0.0	0.857	0.0	2.672	0.0
P2RY2	3.184	2.686	5.0	1.795	1.939	2.013
FBSP1	3.984	1.734	3.657	1.101	1.894	1.021
REP15	5.0	1.278	1.447	0.844	1.141	5.0
RESF1	4.802	0.556	0.0	0.548	4.794	0.777
RMI2	4.691	1.219	0.848	1.466	4.491	0.0
MLC1	5.0	1.282	5.0	0.892	1.203	5.0
XCR1	2.116	2.212	5.0	1.278	1.875	1.937
RIN1	5.0	1.286	5.0	1.007	3.721	1.961
LMA1L	3.6	3.562	1.071	0.0	0.0	3.755
CRBG2	4.065	0.0	0.572	0.0	3.996	0.0
GLSL	5.0	1.991	2.137	5.0	2.563	1.778
SNUT1	5.0	1.326	1.239	1.216	5.0	4.37
AKIP1	4.723	0.763	0.905	1.219	4.724	0.544
ZN624	4.165	0.0	0.0	0.62	4.165	0.531
OR7D4	0.805	0.675	5.0	0.0	0.0	0.0
MOT11	5.0	0.862	5.0	1.052	0.957	5.0
RHG01	5.0	4.344	2.218	1.422	2.77	4.61
HSP1	5.0	1.006	0.986	1.298	5.0	1.312
XPF	5.0	1.003	2.107	1.245	5.0	0.909
SC22A	4.286	1.031	1.572	0.663	0.692	4.0
ADCK5	3.745	0.0	1.653	3.182	0.879	0.0
LCLT1	5.0	0.974	2.938	2.131	1.218	5.0
KCNE3	5.0	2.09	5.0	1.626	1.076	5.0
RHG32	4.646	1.146	4.466	0.786	4.529	4.162
DSEL	4.282	1.01	1.3	0.0	0.712	4.1
PRS8	5.0	4.16	3.0	1.217	5.0	5.0
K1C25	4.598	4.148	0.757	1.781	0.991	4.0
PCP2	2.792	1.226	1.64	0.563	2.289	0.501
MAP9	5.0	0.646	3.405	0.0	2.649	0.572
FNDC9	2.223	0.375	0.949	0.422	1.502	0.516
LSM1	5.0	1.643	2.562	1.285	5.0	3.031
SNX32	4.295	0.0	1.532	0.0	2.925	3.663
ABEC4	3.009	0.616	1.401	0.761	3.066	0.529
ISCU	5.0	1.37	1.675	5.0	4.35	1.245
MRGRD	2.034	4.264	4.492	0.795	1.506	0.936
OR8S1	0.0	0.0	5.0	0.0	0.0	0.0
BRSK1	5.0	1.315	4.522	1.448	5.0	4.276
NDST2	4.711	2.29	1.67	0.0	0.92	4.563
PDE7B	4.691	1.144	2.634	1.004	2.693	0.71
NUP93	5.0	1.126	5.0	1.144	5.0	1.255
CCAR2	5.0	0.648	2.065	5.0	5.0	0.0
A0A499FIY5	5.0	0.97	1.208	0.833	3.218	5.0
ABCD2	5.0	1.051	2.812	1.615	1.05	2.534
B4GT2	5.0	1.91	1.501	0.697	4.219	5.0
O10H5	0.0	0.0	5.0	0.0	0.0	0.0
CP7B1	4.707	2.416	1.848	1.873	2.026	4.189
MOS	4.564	0.562	0.833	1.297	2.333	0.555
DDX23	5.0	4.0	2.084	2.229	5.0	4.108
RT63	5.0	0.0	0.0	5.0	1.128	0.0
GPRL1	3.379	4.19	3.391	0.281	0.0	3.386
A0A0B4J1S0	0.0	0.0	5.0	0.0	0.0	0.0
OR5J2	0.0	0.0	5.0	0.0	0.0	0.0
THAP2	4.673	1.054	0.674	1.109	4.642	1.714
LKAM1	1.427	0.656	0.0	0.0	1.425	0.0
SFT2C	1.064	0.0	2.906	0.0	0.0	0.0
CFA70	5.0	4.0	5.0	0.0	1.266	4.128
CATF	5.0	4.646	2.745	1.322	1.334	4.556
FBX31	5.0	0.689	1.193	1.916	0.756	0.0
FANCI	5.0	1.465	2.579	1.215	4.807	0.771
VN1R4	1.105	0.0	5.0	0.0	0.0	0.0
K22E	4.748	4.29	4.283	0.7	4.477	4.217
COQ2	5.0	1.348	2.959	5.0	1.606	1.412
MAL	5.0	1.242	5.0	0.869	1.203	5.0
CSRP2	4.292	1.485	4.228	0.959	3.584	0.866
PPARD	5.0	1.98	1.729	2.116	5.0	1.443
MADD	4.676	1.805	4.66	1.582	1.994	2.239
AT2L2	4.739	0.705	0.601	4.0	2.762	0.0
NAGPA	3.81	1.509	2.171	0.375	0.717	3.766
MK07	5.0	2.379	2.276	2.16	5.0	1.826
ELF5	4.213	2.443	1.565	1.053	4.178	1.247
MRP9	5.0	1.07	3.542	1.163	1.154	5.0
CASP3	5.0	3.621	4.112	4.325	5.0	3.339
MO2R1	2.508	5.0	5.0	1.572	1.752	1.703
OR6M1	0.0	0.0	5.0	0.0	0.0	0.0
CKS1	4.646	1.454	1.395	1.429	4.631	0.87
CP4AB	5.0	1.737	5.0	1.735	1.661	4.133
PSMA8	4.634	4.113	0.551	0.673	4.222	4.144
TMM52	0.842	1.922	1.857	0.0	0.0	0.0
VEGFB	4.487	5.0	2.068	2.015	2.079	4.325
DHX37	5.0	1.051	5.0	1.216	5.0	1.137
AQP1	5.0	5.0	5.0	1.988	5.0	5.0
ZN497	4.213	0.0	0.0	0.0	4.125	0.0
WFKN2	1.368	5.0	2.328	0.0	0.756	0.516
NPAS4	4.383	1.461	3.48	1.752	4.367	1.298
CA100	2.355	0.0	0.0	0.0	2.39	1.568
TRI59	4.636	1.162	0.971	1.071	3.108	4.119
ZMAT3	4.74	0.981	4.19	1.95	4.734	0.844
ACOT1	4.697	1.559	1.424	2.298	2.385	1.238
STOX2	3.059	0.579	0.0	0.0	3.029	0.0
DYH7	5.0	0.695	5.0	0.598	1.941	0.0
ELF4	5.0	1.195	1.209	1.089	5.0	1.331
PROP1	4.502	1.459	1.267	1.42	4.482	1.039
SO2A1	2.117	2.0	4.77	1.434	1.776	1.426
CATW	4.619	4.618	1.059	0.801	1.153	4.265
CYTM	4.335	5.0	3.435	0.717	1.336	4.26
ATG4D	4.617	1.111	1.353	4.345	4.55	1.618
ZN417	4.181	0.0	0.0	0.0	4.181	0.0
AT8B3	4.021	0.804	4.233	1.417	1.903	3.483
WDR49	2.062	0.0	0.0	0.375	1.312	0.0
2AAB	4.652	4.249	2.66	1.285	3.118	4.173
RAD9A	5.0	1.482	1.371	2.019	5.0	0.824
MUCL1	4.227	4.384	4.183	0.0	0.746	4.0
DPOD4	4.52	0.506	0.0	0.375	4.512	0.0
RNAS8	0.906	4.257	0.693	0.0	0.696	0.725
VP26C	4.706	1.212	1.072	2.898	4.365	3.621
DEN6A	5.0	0.0	0.828	0.375	1.266	5.0
ADCY6	4.356	1.743	4.758	1.437	1.676	2.452
SNX33	5.0	0.947	2.557	1.455	3.577	5.0
ZWILC	5.0	0.911	1.431	0.0	5.0	0.867
RL4	5.0	4.299	4.268	2.197	5.0	5.0
ABRA	4.086	0.891	4.191	1.214	2.524	0.524
ASPH1	2.682	0.0	0.691	0.0	1.641	0.722
RAB6A	5.0	4.316	4.445	1.589	3.268	5.0
PDE8A	4.802	4.235	1.178	1.236	1.328	4.243
GSTM1	5.0	4.442	2.31	2.463	2.438	2.056
O10AG	0.0	0.0	5.0	0.0	0.0	0.0
CK086	2.344	0.469	0.0	0.65	2.344	0.0
J3KNH0	4.63	4.0	1.814	0.622	1.219	1.26
ISX	4.446	1.332	1.285	0.909	4.439	0.849
MZT2A	5.0	0.0	1.05	1.301	4.347	0.0
HEG1	1.965	3.709	5.0	0.782	0.86	0.938
IQCB1	5.0	4.196	4.479	0.769	4.635	4.213
RSF1	5.0	1.387	0.888	1.206	5.0	0.563
ZN490	4.247	0.626	0.0	0.0	4.264	0.0
GP162	0.852	0.546	3.29	0.0	0.72	0.0
ARRC	4.753	1.552	5.0	1.459	1.996	1.907
AGRE1	2.12	1.857	4.394	1.265	1.486	1.361
TNKS1	5.0	1.761	4.496	2.008	5.0	5.0
OR4B1	0.0	0.0	5.0	0.0	0.0	0.0
SPSB4	5.0	0.579	0.89	0.469	1.89	1.09
CGT	4.787	1.381	4.495	1.041	2.513	4.294
GRM2A	5.0	0.422	5.0	1.048	2.041	5.0
PAAF1	5.0	1.354	0.792	0.776	2.283	0.823
PP1R8	5.0	1.644	2.181	1.256	5.0	1.577
ZN483	4.31	0.0	0.0	0.67	4.294	0.0
SPEG	5.0	1.197	3.26	0.573	5.0	1.234
NIPA4	1.475	0.844	3.525	0.0	0.681	1.562
CC85B	5.0	3.005	5.0	0.743	5.0	1.068
FGF5	4.297	4.7	1.699	1.46	3.317	1.669
RTP1	3.338	1.271	4.269	2.665	1.241	1.117
OXSR1	4.803	4.253	1.336	0.898	1.956	4.226
CML1	1.982	2.09	5.0	1.373	1.849	1.424
KLK10	4.38	4.639	2.855	1.567	3.114	3.66
RBM14	5.0	1.119	1.163	0.998	5.0	1.055
TTC9B	2.34	0.938	0.758	1.406	0.882	0.0
A0A5K1VW56	4.493	0.469	4.0	4.406	2.008	4.0
ZMIZ2	5.0	0.0	1.969	4.337	5.0	0.0
REST	5.0	1.694	2.07	1.622	5.0	1.707
CTBP2	5.0	1.734	3.677	1.466	5.0	2.13
MSL2	5.0	1.406	0.983	0.82	5.0	0.595
G6PT3	5.0	4.158	2.796	0.0	1.01	5.0
SNTG2	5.0	0.833	5.0	0.0	4.166	1.376
PTN2	5.0	2.021	5.0	2.176	5.0	5.0
M4A10	0.469	0.0	2.25	0.469	0.0	0.0
DAW1	3.935	2.417	3.733	0.422	1.312	0.834
LTBP4	2.004	5.0	2.802	0.928	1.435	1.453
ZN738	3.319	0.938	0.0	0.0	3.319	0.281
GGA2	5.0	1.122	1.588	1.109	1.643	5.0
DUS3L	3.174	0.651	0.571	2.225	3.072	0.0
NNRD	4.638	2.108	1.363	4.427	1.532	0.545
NFH	5.0	2.007	5.0	2.576	2.99	1.83
HAVR2	4.107	2.801	5.0	1.916	3.379	3.38
TLC3A	3.385	0.0	5.0	0.58	1.11	3.0
CD7	2.827	2.677	4.784	2.124	2.432	1.59
UCP2	5.0	2.25	2.282	5.0	2.92	2.208
SRP68	5.0	0.633	4.311	1.121	5.0	4.37
PCDGK	1.238	1.165	3.493	0.638	0.975	0.657
SSH3	4.579	0.649	2.19	0.0	4.337	0.0
TLR8	4.654	2.859	4.795	2.359	2.573	4.642
UBX2A	4.304	0.601	0.585	0.801	3.909	2.73
ADCY4	5.0	1.478	4.762	1.394	1.793	1.245
KCNG4	1.938	1.024	5.0	0.649	1.447	0.995
PRG2	5.0	5.0	1.85	0.851	1.412	5.0
TENS3	4.683	1.438	4.686	0.805	3.098	0.875
TRIB1	4.789	2.041	1.619	3.004	4.588	1.152
BT2A1	2.754	1.159	4.753	0.0	0.919	2.437
ELMO1	5.0	1.823	5.0	1.476	2.364	2.756
ZHX3	5.0	0.877	0.0	1.297	5.0	0.0
DTD2	3.84	0.281	0.511	1.688	0.907	0.0
MS3L1	5.0	0.0	0.0	0.0	5.0	0.0
ADPGK	4.564	3.852	1.325	1.344	1.378	4.3
ARBK1	4.795	2.063	4.522	2.184	2.758	3.228
YPEL2	3.942	2.098	0.631	1.851	3.395	0.0
LGI4	1.329	4.494	1.805	0.0	0.734	0.0
ZN507	4.698	0.581	0.0	0.0	4.677	0.0
SPESP	3.752	1.873	1.85	0.991	1.179	3.613
PA21B	3.681	5.0	4.401	2.31	2.353	3.406
MOBP	5.0	2.184	3.573	2.963	2.285	1.342
FRG2C	4.163	0.469	0.0	0.0	4.129	0.0
TPMT	5.0	2.005	1.822	1.574	2.625	1.381
RM46	5.0	0.0	4.0	5.0	4.12	0.0
ZNRD2	2.302	2.438	0.504	0.518	1.292	0.0
AOC3	5.0	3.24	5.0	2.277	2.46	4.494
TM10C	5.0	0.517	0.778	5.0	4.559	0.0
SLAF5	4.37	2.777	4.704	1.176	1.433	1.058
SNX31	4.378	0.628	1.276	0.892	1.821	3.678
KMT2E	5.0	1.367	3.533	0.947	5.0	2.158
EVX2	5.0	0.577	0.897	0.0	5.0	0.927
KLHL3	5.0	0.958	1.315	0.0	1.196	0.823
CCD63	4.161	0.0	3.661	0.0	2.165	0.617
OR2Y1	0.519	0.0	5.0	0.0	0.714	0.0
PPM1E	4.718	0.875	1.105	2.586	4.713	0.0
SSX5	4.154	0.0	0.697	0.562	4.135	0.0
RNF26	5.0	0.525	3.3	0.914	2.482	5.0
AP1G2	5.0	0.738	1.063	0.281	1.895	5.0
CFLAR	5.0	2.368	5.0	3.267	3.947	2.149
BAALC	5.0	1.091	3.0	1.318	4.53	0.0
ARV1	5.0	0.669	4.35	0.74	1.563	5.0
CSPG4	4.503	4.591	4.716	1.473	4.388	4.356
LRFN4	3.52	1.38	4.651	0.0	0.0	0.776
DYH12	3.677	1.13	3.674	0.0	1.126	0.761
CQ10A	4.154	0.0	0.81	4.084	1.316	0.0
TMM70	5.0	0.516	1.289	5.0	4.513	0.0
TM134	5.0	0.0	2.719	0.0	0.607	0.0
ACAD9	5.0	0.879	5.0	5.0	5.0	0.78
TELT	4.737	2.829	1.955	1.485	2.132	1.721
HP1B3	5.0	0.807	0.64	0.679	5.0	0.589
INSM1	4.751	1.821	1.52	1.659	5.0	1.386
PDLI2	5.0	1.341	3.527	0.85	5.0	1.18
PRGC2	5.0	1.717	1.572	3.527	5.0	1.448
LEP	4.481	4.86	3.006	3.283	3.596	2.768
ACHA9	2.82	1.032	5.0	0.78	1.084	1.054
CASP2	5.0	2.131	2.281	3.691	5.0	2.195
EH1L1	4.477	0.567	2.258	1.172	2.549	3.323
TLCD5	0.875	0.838	2.438	0.0	0.0	0.0
SOMA	4.472	5.0	4.317	1.814	2.177	4.326
TRI72	4.819	1.624	4.431	1.553	3.91	4.372
TRI18	5.0	1.148	1.064	1.135	1.331	0.96
B3GN8	4.422	4.45	0.903	0.0	0.0	4.296
DB114	1.32	4.197	1.079	0.562	0.0	0.801
DRC2	4.715	0.673	4.387	0.0	3.206	0.0
TAF7	5.0	0.978	0.903	0.79	5.0	1.786
RAB8B	5.0	4.252	3.723	1.938	4.386	5.0
KKCC2	4.885	1.992	3.77	2.326	4.698	2.074
SESQ2	5.0	0.844	0.0	0.0	1.266	5.0
C295L	3.862	0.0	3.0	0.0	2.156	0.0
CB069	2.027	3.487	0.0	2.061	0.0	0.432
SACA4	3.599	4.638	4.157	0.707	0.0	3.653
IFT80	4.46	1.148	4.455	0.0	1.694	1.169
KCNKA	1.912	1.731	4.683	0.936	1.223	1.019
KCTD2	3.73	0.0	1.19	0.994	2.19	1.231
MLXIP	4.455	1.339	3.657	3.95	4.449	0.803
SEZ6	2.796	1.824	4.325	0.0	0.689	2.169
STAB1	4.417	2.285	5.0	1.167	1.597	4.384
SNUT2	5.0	0.736	0.873	0.805	5.0	0.732
HNF4A	5.0	2.924	2.872	2.48	5.0	2.254
IKBB	4.488	1.844	1.87	1.833	4.477	1.33
CLSPN	5.0	1.301	1.278	1.55	5.0	4.0
GNAI2	5.0	4.276	5.0	1.49	4.495	4.199
PABP1	5.0	4.367	5.0	1.981	5.0	4.407
FBXW5	5.0	0.635	1.042	1.889	1.444	1.24
NIPS2	5.0	0.601	5.0	5.0	0.909	0.552
SHSA2	4.126	3.374	2.35	0.584	2.603	3.449
NETO1	4.354	3.848	4.419	0.0	0.845	1.007
OR6S1	0.0	0.0	5.0	0.0	0.0	0.0
SNX14	5.0	0.675	3.353	1.124	1.047	5.0
EXD2	5.0	1.73	5.0	5.0	5.0	0.587
ZN366	5.0	1.124	0.602	0.0	5.0	1.47
FBX34	3.611	0.0	0.0	0.0	3.362	0.0
NPHP1	5.0	1.378	5.0	1.4	2.046	1.328
ATAD5	5.0	0.93	1.23	0.89	5.0	0.0
POPD1	2.682	1.243	5.0	0.895	1.197	1.001
HNRPD	5.0	2.065	2.77	1.695	5.0	1.855
CTXN1	2.403	1.265	1.982	1.124	1.894	0.516
HSF5	3.916	0.0	0.608	0.746	3.795	0.0
FUZZY	4.364	4.332	3.696	0.862	1.44	4.168
FUCT1	5.0	1.028	3.154	0.793	0.928	5.0
CC080	0.562	2.25	0.0	0.0	0.0	0.562
RNH1	4.431	1.71	1.053	2.99	3.004	1.296
PANK2	5.0	1.246	1.388	5.0	5.0	1.717
OR1E1	0.98	0.585	5.0	0.0	0.0	0.0
DAB2	5.0	2.171	5.0	1.309	4.777	5.0
FUT6	5.0	5.0	2.021	0.582	1.204	5.0
PRKDC	5.0	2.033	2.192	2.073	5.0	1.666
AR6P4	4.774	0.0	1.006	2.077	4.754	0.649
GFRA4	0.946	5.0	5.0	0.0	0.834	0.0
GRHPR	4.824	4.21	1.178	3.339	2.261	4.158
MMP19	2.111	5.0	3.181	1.301	1.567	1.159
ZN491	4.162	0.0	0.0	0.0	4.162	0.0
UBA6	4.517	0.843	1.226	1.504	4.144	2.139
PUR4	4.74	4.249	2.471	2.512	3.536	4.193
HROB	4.632	0.0	1.863	0.281	4.15	0.0
KPBB	4.67	0.79	3.378	1.29	1.356	0.777
KLK2	4.471	4.695	1.853	1.146	2.0	4.335
ZN436	4.861	1.598	1.813	1.708	4.854	1.666
AT10B	5.0	0.65	4.206	0.0	0.594	5.0
C2D1A	4.748	4.162	4.255	1.791	4.582	4.289
ABCF1	5.0	1.117	5.0	1.037	5.0	1.244
AL2CL	4.681	0.916	1.079	0.879	1.312	1.632
SPHK1	5.0	2.646	5.0	3.169	4.49	5.0
FTMT	4.675	1.186	0.983	4.659	4.256	1.028
HPHL1	1.685	0.0	3.674	0.652	0.677	1.078
SSNA1	5.0	0.902	3.458	0.0	4.535	0.918
OR3A1	0.923	0.0	5.0	0.0	0.0	0.708
AMBN	4.479	4.392	1.889	0.885	1.584	4.367
UBP20	5.0	1.059	2.513	1.12	1.459	1.566
PRIPO	5.0	0.513	0.798	5.0	5.0	0.0
KHDR1	5.0	1.579	3.015	1.757	5.0	1.374
LCN15	1.008	4.222	0.644	0.0	0.0	0.556
PDS5B	5.0	1.501	1.437	1.24	5.0	1.48
CLP1L	3.848	1.621	2.12	1.192	2.115	2.609
GORS1	5.0	1.498	1.897	1.375	2.718	5.0
MCP	4.545	4.6	5.0	1.586	2.113	4.466
EFTS	5.0	1.308	1.629	5.0	4.493	1.049
MKRN3	3.968	0.959	1.97	0.0	3.894	0.0
TMM94	3.314	0.0	2.719	0.0	3.248	0.0
MSRA	5.0	4.336	4.333	5.0	5.0	4.23
A0A0G2JH29	4.602	4.194	1.022	1.478	4.469	1.042
BICRL	5.0	0.557	0.0	0.0	5.0	0.188
O2AE1	0.0	0.512	5.0	0.0	0.0	0.0
AURKB	5.0	1.971	5.0	2.203	5.0	1.714
TTC27	3.835	0.0	0.0	2.788	2.314	0.0
NSD3	4.757	1.012	1.094	0.979	4.755	0.578
KLDC3	5.0	0.528	0.663	0.375	5.0	1.484
ANC2	5.0	0.77	0.649	1.0	5.0	0.563
SIDT2	5.0	1.089	5.0	0.918	0.858	1.343
SENP3	5.0	1.861	2.161	1.672	5.0	1.416
DNJA2	5.0	4.297	1.277	1.776	3.03	4.21
PLCD	4.63	1.147	3.488	3.585	2.137	4.431
MRGX4	0.952	0.569	5.0	0.0	0.0	0.0
PAK2	5.0	1.58	4.333	1.829	5.0	2.425
HIC1	4.824	1.628	1.473	1.526	4.82	1.066
CAH5B	5.0	1.09	1.421	5.0	0.809	0.948
TM107	5.0	1.334	5.0	0.0	0.913	0.93
TFE3	5.0	1.826	1.56	1.822	5.0	1.832
BOK	5.0	2.286	3.875	5.0	5.0	5.0
KLK3	4.62	5.0	2.866	2.36	4.592	4.495
KAISO	4.858	1.419	4.61	0.88	4.858	0.956
SAM12	3.361	0.0	0.569	0.503	1.948	1.532
WDR75	5.0	0.679	0.0	0.0	5.0	0.0
MBOA4	4.379	1.282	3.474	1.354	1.728	4.222
VAMP2	5.0	2.143	4.645	2.085	2.108	5.0
GPR88	5.0	0.864	5.0	0.0	4.257	0.599
FHR1	1.999	5.0	2.079	0.948	1.32	1.165
O10Q1	0.0	0.0	5.0	0.0	0.0	0.0
MED29	5.0	0.755	0.908	0.799	5.0	0.848
DDX10	4.635	0.964	1.17	0.73	4.63	0.885
LFG1	3.136	0.958	2.924	1.272	1.078	3.147
ANM9	5.0	0.0	0.67	0.0	3.301	0.0
CAH8	4.216	1.518	1.84	1.767	1.364	1.548
PER1	5.0	1.129	1.254	1.29	5.0	1.559
TRMB	5.0	0.809	0.721	1.015	5.0	0.0
WDR35	4.701	1.285	4.44	1.105	2.047	1.593
UNC4	4.449	1.064	1.399	0.0	4.426	1.1
GAK	4.836	1.574	3.605	1.74	1.549	4.663
GLT14	4.491	1.559	2.906	0.892	1.136	4.518
MCM9	5.0	1.205	1.134	1.314	5.0	1.07
GLCM	5.0	4.445	2.242	2.254	2.241	4.493
LYSM3	5.0	0.938	5.0	0.75	0.951	5.0
MAGBI	3.662	0.0	0.547	0.469	1.266	0.0
CCZ1B	4.513	0.87	1.275	1.478	1.824	3.349
UACA	4.615	5.0	0.81	2.868	4.596	4.121
MA6D1	4.397	0.375	1.034	2.681	1.615	3.294
SPHM	5.0	4.416	1.064	0.968	1.125	4.251
KLH11	4.628	1.125	1.191	0.0	1.025	0.844
ARFG1	4.78	1.192	4.284	1.177	3.669	4.422
ZFN2A	4.273	1.969	0.557	0.934	4.251	0.944
SSDH	5.0	1.293	1.458	5.0	1.845	1.142
ZHX2	5.0	1.243	2.339	1.505	5.0	1.036
LIPB1	4.683	1.32	4.526	0.571	3.145	1.023
TOLIP	4.734	4.455	3.199	1.613	3.647	4.404
MBLC2	4.619	4.0	0.664	0.0	2.695	4.0
BOLL	5.0	1.092	4.0	0.8	4.731	1.057
FOXR1	4.299	1.311	0.94	0.576	4.264	0.0
IL1AP	2.588	5.0	5.0	1.04	2.09	1.422
EP3B	0.515	4.296	0.0	0.0	0.0	0.0
LOXE3	4.712	1.17	1.513	2.563	1.618	1.529
ANGP2	3.721	5.0	3.455	2.216	3.389	2.304
LRRN1	2.82	3.822	3.275	0.749	1.232	0.814
RPRM	3.608	1.202	2.198	1.676	1.71	0.747
I20RA	2.77	2.664	4.092	1.299	1.517	1.173
OPSX	3.6	1.088	4.409	0.607	1.17	0.936
S28A2	3.876	1.683	4.391	1.261	1.367	3.554
EDNRA	3.435	2.486	5.0	1.941	3.025	1.932
CACP	5.0	1.196	1.554	5.0	2.99	3.556
RM01	4.717	0.838	0.741	4.732	2.157	0.639
PPR42	4.663	0.8	2.224	1.688	2.704	0.83
MAGF1	2.915	0.0	0.527	0.0	2.902	0.0
CXD4	0.695	2.095	4.391	0.0	0.0	0.506
LSME2	0.719	0.469	1.964	0.0	0.656	0.0
EP3A	0.76	4.644	0.845	0.0	0.0	0.76
G137C	5.0	0.0	3.0	0.0	0.0	0.0
RNF31	5.0	1.311	3.684	1.569	3.754	1.364
COQ8B	4.829	1.261	4.001	4.828	3.084	0.91
CLUS	5.0	5.0	5.0	5.0	5.0	5.0
APBA3	5.0	1.336	3.577	1.035	2.482	2.596
SGPP2	5.0	1.392	3.311	1.011	1.059	5.0
MAP12	4.854	0.0	0.0	4.672	0.888	2.884
SHQ1	5.0	0.554	0.67	0.0	5.0	0.0
CREG2	3.947	4.04	0.0	1.104	1.835	2.0
FA71C	1.761	0.656	0.0	0.0	0.797	0.0
GLTP	4.712	1.03	1.643	1.286	1.19	1.843
DYNAP	5.0	0.0	5.0	0.375	0.982	5.0
K154L	2.28	0.0	2.156	0.0	2.204	1.441
CALL3	4.482	4.291	1.342	0.873	2.208	4.148
D2HDH	4.719	0.908	0.795	4.673	1.324	0.0
AR6P6	4.426	0.0	4.407	0.188	4.388	0.0
CE046	4.392	4.661	0.951	1.495	0.613	4.0
ANO5	4.019	1.213	5.0	0.827	1.144	3.454
PRPF3	5.0	1.043	1.263	1.015	5.0	0.997
APRV1	2.971	1.33	1.308	1.077	2.433	0.857
PLGT3	4.508	0.188	0.673	2.02	1.67	3.902
TM102	2.86	0.201	5.0	2.686	0.703	0.0
RT31	4.726	0.0	0.0	4.725	4.558	0.0
OSBL3	4.785	1.041	4.272	0.751	4.642	4.274
ALX1	5.0	1.361	1.158	0.75	5.0	4.335
A0A384DVL8	2.055	4.311	5.0	0.656	1.837	0.877
GIMA7	5.0	0.642	0.805	1.286	1.39	4.198
EXOS4	5.0	2.483	1.275	1.169	5.0	2.392
CD209	5.0	4.193	5.0	2.1	2.764	2.684
ZN875	4.579	0.678	1.548	1.661	4.559	1.661
SPEM1	3.727	1.205	2.084	1.122	1.279	1.007
TEX44	5.0	0.0	0.0	0.0	2.109	0.0
LEG9B	4.3	0.0	0.0	0.141	3.638	0.478
AVL9	5.0	0.0	0.884	0.0	3.287	5.0
DI3L2	5.0	1.751	1.369	1.072	2.704	1.968
ACHA3	4.457	1.58	5.0	1.167	1.771	1.103
ERIC5	1.927	0.0	0.0	0.469	1.515	0.748
SWP70	4.569	1.266	4.345	0.775	3.961	1.277
TMM25	4.531	3.619	3.837	0.281	0.0	4.465
TYSY	5.0	2.085	2.122	5.0	5.0	1.767
KCNG2	4.215	4.14	4.665	0.822	0.884	4.0
DNMBP	4.657	0.556	5.0	0.601	2.73	4.174
ZNF18	4.532	0.0	1.459	0.0	4.447	1.623
PEX7	5.0	0.962	1.206	2.209	2.245	1.734
TIM16	4.719	1.969	1.997	4.73	1.248	1.364
CAF1B	5.0	0.889	0.893	0.539	5.0	0.0
PHOCN	5.0	1.679	1.637	0.906	2.134	5.0
SSH1	5.0	1.314	5.0	1.981	3.138	1.451
METRL	4.628	4.297	1.374	1.735	2.24	4.101
CCNG2	4.548	1.919	1.576	1.892	4.416	1.217
STAT2	4.787	2.411	4.627	2.041	4.709	2.32
NDUS8	5.0	1.058	1.149	5.0	1.734	0.917
J3KNI1	5.0	0.966	1.397	0.981	2.116	5.0
CSTF3	5.0	0.723	1.655	1.094	5.0	0.702
ZN575	4.278	0.0	0.0	1.034	4.181	0.529
AX2R	1.976	1.861	1.246	0.539	1.875	0.846
SAHH3	4.568	1.675	2.0	1.013	2.385	3.0
HXD8	5.0	1.253	0.909	1.046	5.0	0.691
D19L2	4.476	0.662	3.774	0.0	4.294	1.984
A0A087WSV6	5.0	4.176	5.0	1.277	1.7	2.205
SCAM4	4.042	0.0	3.522	0.0	0.0	4.076
